sample_id,run_id,channel_id,event_time,t_seconds,value,unit,quality
T-104:P-103:70,T-104,CH-P-103,2026-09-13T12:00:07Z,7.0,101.65257,KiloPA,good
T-104:P-103:71,T-104,CH-P-103,2026-09-13T12:00:07.100000Z,7.1,101.52479,KiloPA,good
T-104:P-103:72,T-104,CH-P-103,2026-09-13T12:00:07.200000Z,7.2,101.62791,KiloPA,good
T-104:P-103:73,T-104,CH-P-103,2026-09-13T12:00:07.300000Z,7.3,101.51888,KiloPA,good
T-104:P-103:74,T-104,CH-P-103,2026-09-13T12:00:07.400000Z,7.4,101.42839,KiloPA,good
T-104:P-103:75,T-104,CH-P-103,2026-09-13T12:00:07.500000Z,7.5,101.37973,KiloPA,good
T-104:P-103:76,T-104,CH-P-103,2026-09-13T12:00:07.600000Z,7.6,101.2414,KiloPA,good
T-104:P-103:77,T-104,CH-P-103,2026-09-13T12:00:07.700000Z,7.7,101.4186,KiloPA,good
T-104:P-103:78,T-104,CH-P-103,2026-09-13T12:00:07.800000Z,7.8,101.46831,KiloPA,good
T-104:P-103:79,T-104,CH-P-103,2026-09-13T12:00:07.900000Z,7.9,101.36763,KiloPA,good
T-104:P-103:80,T-104,CH-P-103,2026-09-13T12:00:08Z,8.0,101.37934,KiloPA,good
T-104:P-103:81,T-104,CH-P-103,2026-09-13T12:00:08.100000Z,8.1,101.48246,KiloPA,good
T-104:P-103:82,T-104,CH-P-103,2026-09-13T12:00:08.200000Z,8.2,101.32533,KiloPA,good
T-104:P-103:83,T-104,CH-P-103,2026-09-13T12:00:08.300000Z,8.3,101.31995,KiloPA,good
T-104:P-103:84,T-104,CH-P-103,2026-09-13T12:00:08.400000Z,8.4,101.28804,KiloPA,good
T-104:P-103:85,T-104,CH-P-103,2026-09-13T12:00:08.500000Z,8.5,101.29064,KiloPA,good
T-104:P-103:86,T-104,CH-P-103,2026-09-13T12:00:08.600000Z,8.6,101.10803,KiloPA,good
T-104:P-103:87,T-104,CH-P-103,2026-09-13T12:00:08.700000Z,8.7,101.11303,KiloPA,good
T-104:P-103:88,T-104,CH-P-103,2026-09-13T12:00:08.800000Z,8.8,101.11149,KiloPA,good
T-104:P-103:89,T-104,CH-P-103,2026-09-13T12:00:08.900000Z,8.9,101.26885,KiloPA,good
T-104:P-103:90,T-104,CH-P-103,2026-09-13T12:00:09Z,9.0,101.09432,KiloPA,good
T-104:P-103:91,T-104,CH-P-103,2026-09-13T12:00:09.100000Z,9.1,101.12967,KiloPA,good
T-104:P-103:92,T-104,CH-P-103,2026-09-13T12:00:09.200000Z,9.2,101.23311,KiloPA,good
T-104:P-103:93,T-104,CH-P-103,2026-09-13T12:00:09.300000Z,9.3,101.03411,KiloPA,good
T-104:P-103:94,T-104,CH-P-103,2026-09-13T12:00:09.400000Z,9.4,100.98086,KiloPA,good
T-104:P-103:95,T-104,CH-P-103,2026-09-13T12:00:09.500000Z,9.5,100.96201,KiloPA,good
T-104:P-103:96,T-104,CH-P-103,2026-09-13T12:00:09.600000Z,9.6,101.26217,KiloPA,good
T-104:P-103:97,T-104,CH-P-103,2026-09-13T12:00:09.700000Z,9.7,101.06208,KiloPA,good
T-104:P-103:98,T-104,CH-P-103,2026-09-13T12:00:09.800000Z,9.8,100.99389,KiloPA,good
T-104:P-103:99,T-104,CH-P-103,2026-09-13T12:00:09.900000Z,9.9,100.78353,KiloPA,good
T-104:P-103:100,T-104,CH-P-103,2026-09-13T12:00:10Z,10.0,101.06896,KiloPA,good
T-104:P-103:101,T-104,CH-P-103,2026-09-13T12:00:10.100000Z,10.1,100.95642,KiloPA,good
T-104:P-103:102,T-104,CH-P-103,2026-09-13T12:00:10.200000Z,10.2,100.87052,KiloPA,good
T-104:P-103:103,T-104,CH-P-103,2026-09-13T12:00:10.300000Z,10.3,101.16161,KiloPA,good
T-104:P-103:104,T-104,CH-P-103,2026-09-13T12:00:10.400000Z,10.4,101.07442,KiloPA,good
T-104:P-103:105,T-104,CH-P-103,2026-09-13T12:00:10.500000Z,10.5,100.94781,KiloPA,good
T-104:P-103:106,T-104,CH-P-103,2026-09-13T12:00:10.600000Z,10.6,100.81343,KiloPA,good
T-104:P-103:107,T-104,CH-P-103,2026-09-13T12:00:10.700000Z,10.7,101.15639,KiloPA,good
T-104:P-103:108,T-104,CH-P-103,2026-09-13T12:00:10.800000Z,10.8,101.08032,KiloPA,good
T-104:P-103:109,T-104,CH-P-103,2026-09-13T12:00:10.900000Z,10.9,101.08672,KiloPA,good
T-104:P-103:110,T-104,CH-P-103,2026-09-13T12:00:11Z,11.0,101.00345,KiloPA,good
T-104:P-103:111,T-104,CH-P-103,2026-09-13T12:00:11.100000Z,11.1,100.9123,KiloPA,good
T-104:P-103:112,T-104,CH-P-103,2026-09-13T12:00:11.200000Z,11.2,100.85852,KiloPA,good
T-104:P-103:113,T-104,CH-P-103,2026-09-13T12:00:11.300000Z,11.3,100.88809,KiloPA,good
T-104:P-103:114,T-104,CH-P-103,2026-09-13T12:00:11.400000Z,11.4,101.06592,KiloPA,good
T-104:P-103:115,T-104,CH-P-103,2026-09-13T12:00:11.500000Z,11.5,100.86299,KiloPA,good
T-104:P-103:116,T-104,CH-P-103,2026-09-13T12:00:11.600000Z,11.6,100.76248,KiloPA,good
T-104:P-103:117,T-104,CH-P-103,2026-09-13T12:00:11.700000Z,11.7,100.86322,KiloPA,good
T-104:P-103:118,T-104,CH-P-103,2026-09-13T12:00:11.800000Z,11.8,100.79097,KiloPA,good
T-104:P-103:119,T-104,CH-P-103,2026-09-13T12:00:11.900000Z,11.9,101.02195,KiloPA,good
T-104:P-103:120,T-104,CH-P-103,2026-09-13T12:00:12Z,12.0,100.72175,KiloPA,good
T-104:P-103:121,T-104,CH-P-103,2026-09-13T12:00:12.100000Z,12.1,100.74535,KiloPA,good
T-104:P-103:122,T-104,CH-P-103,2026-09-13T12:00:12.200000Z,12.2,100.80774,KiloPA,good
T-104:P-103:123,T-104,CH-P-103,2026-09-13T12:00:12.300000Z,12.3,100.69075,KiloPA,good
T-104:P-103:124,T-104,CH-P-103,2026-09-13T12:00:12.400000Z,12.4,100.55346,KiloPA,good
T-104:P-103:125,T-104,CH-P-103,2026-09-13T12:00:12.500000Z,12.5,100.72583,KiloPA,good
T-104:P-103:126,T-104,CH-P-103,2026-09-13T12:00:12.600000Z,12.6,100.69086,KiloPA,good
T-104:P-103:127,T-104,CH-P-103,2026-09-13T12:00:12.700000Z,12.7,100.8431,KiloPA,good
T-104:P-103:128,T-104,CH-P-103,2026-09-13T12:00:12.800000Z,12.8,100.94279,KiloPA,good
T-104:P-103:129,T-104,CH-P-103,2026-09-13T12:00:12.900000Z,12.9,100.85432,KiloPA,good
T-104:P-103:130,T-104,CH-P-103,2026-09-13T12:00:13Z,13.0,100.69927,KiloPA,good
T-104:P-103:131,T-104,CH-P-103,2026-09-13T12:00:13.100000Z,13.1,100.80619,KiloPA,good
T-104:P-103:132,T-104,CH-P-103,2026-09-13T12:00:13.200000Z,13.2,100.86129,KiloPA,good
T-104:P-103:133,T-104,CH-P-103,2026-09-13T12:00:13.300000Z,13.3,100.78359,KiloPA,good
T-104:P-103:134,T-104,CH-P-103,2026-09-13T12:00:13.400000Z,13.4,100.68154,KiloPA,good
T-104:P-103:135,T-104,CH-P-103,2026-09-13T12:00:13.500000Z,13.5,100.753,KiloPA,good
T-104:P-103:136,T-104,CH-P-103,2026-09-13T12:00:13.600000Z,13.6,100.88648,KiloPA,good
T-104:P-103:137,T-104,CH-P-103,2026-09-13T12:00:13.700000Z,13.7,100.83308,KiloPA,good
T-104:P-103:138,T-104,CH-P-103,2026-09-13T12:00:13.800000Z,13.8,100.83923,KiloPA,good
T-104:P-103:139,T-104,CH-P-103,2026-09-13T12:00:13.900000Z,13.9,100.76046,KiloPA,good
T-104:P-103:140,T-104,CH-P-103,2026-09-13T12:00:14Z,14.0,100.78859,KiloPA,good
T-104:P-103:141,T-104,CH-P-103,2026-09-13T12:00:14.100000Z,14.1,100.77231,KiloPA,good
T-104:P-103:142,T-104,CH-P-103,2026-09-13T12:00:14.200000Z,14.2,100.78289,KiloPA,good
T-104:P-103:143,T-104,CH-P-103,2026-09-13T12:00:14.300000Z,14.3,100.68347,KiloPA,good
T-104:P-103:144,T-104,CH-P-103,2026-09-13T12:00:14.400000Z,14.4,100.96658,KiloPA,good
T-104:P-103:145,T-104,CH-P-103,2026-09-13T12:00:14.500000Z,14.5,100.76515,KiloPA,good
T-104:P-103:146,T-104,CH-P-103,2026-09-13T12:00:14.600000Z,14.6,100.79514,KiloPA,good
T-104:P-103:147,T-104,CH-P-103,2026-09-13T12:00:14.700000Z,14.7,100.71263,KiloPA,good
T-104:P-103:148,T-104,CH-P-103,2026-09-13T12:00:14.800000Z,14.8,100.76264,KiloPA,good
T-104:P-103:149,T-104,CH-P-103,2026-09-13T12:00:14.900000Z,14.9,100.60624,KiloPA,good
T-104:P-103:150,T-104,CH-P-103,2026-09-13T12:00:15Z,15.0,100.91043,KiloPA,good
T-104:P-103:151,T-104,CH-P-103,2026-09-13T12:00:15.100000Z,15.1,100.84091,KiloPA,good
T-104:P-103:152,T-104,CH-P-103,2026-09-13T12:00:15.200000Z,15.2,100.73443,KiloPA,good
T-104:P-103:153,T-104,CH-P-103,2026-09-13T12:00:15.300000Z,15.3,100.89666,KiloPA,good
T-104:P-103:154,T-104,CH-P-103,2026-09-13T12:00:15.400000Z,15.4,100.82597,KiloPA,good
T-104:P-103:155,T-104,CH-P-103,2026-09-13T12:00:15.500000Z,15.5,100.79445,KiloPA,good
T-104:P-103:156,T-104,CH-P-103,2026-09-13T12:00:15.600000Z,15.6,100.69698,KiloPA,good
T-104:P-103:157,T-104,CH-P-103,2026-09-13T12:00:15.700000Z,15.7,100.80321,KiloPA,good
T-104:P-103:158,T-104,CH-P-103,2026-09-13T12:00:15.800000Z,15.8,100.95118,KiloPA,good
T-104:P-103:159,T-104,CH-P-103,2026-09-13T12:00:15.900000Z,15.9,100.88887,KiloPA,good
T-104:P-103:160,T-104,CH-P-103,2026-09-13T12:00:16Z,16.0,100.76997,KiloPA,good
T-104:P-103:161,T-104,CH-P-103,2026-09-13T12:00:16.100000Z,16.1,100.88884,KiloPA,good
T-104:P-103:162,T-104,CH-P-103,2026-09-13T12:00:16.200000Z,16.2,100.93139,KiloPA,good
T-104:P-103:163,T-104,CH-P-103,2026-09-13T12:00:16.300000Z,16.3,100.95695,KiloPA,good
T-104:P-103:164,T-104,CH-P-103,2026-09-13T12:00:16.400000Z,16.4,100.83496,KiloPA,good
T-104:P-103:165,T-104,CH-P-103,2026-09-13T12:00:16.500000Z,16.5,100.86745,KiloPA,good
T-104:P-103:166,T-104,CH-P-103,2026-09-13T12:00:16.600000Z,16.6,100.94721,KiloPA,good
T-104:P-103:167,T-104,CH-P-103,2026-09-13T12:00:16.700000Z,16.7,101.0298,KiloPA,good
T-104:P-103:168,T-104,CH-P-103,2026-09-13T12:00:16.800000Z,16.8,101.13903,KiloPA,good
T-104:P-103:169,T-104,CH-P-103,2026-09-13T12:00:16.900000Z,16.9,100.99513,KiloPA,good
T-104:P-103:170,T-104,CH-P-103,2026-09-13T12:00:17Z,17.0,100.86815,KiloPA,good
T-104:P-103:171,T-104,CH-P-103,2026-09-13T12:00:17.100000Z,17.1,101.00997,KiloPA,good
T-104:P-103:172,T-104,CH-P-103,2026-09-13T12:00:17.200000Z,17.2,101.04496,KiloPA,good
T-104:P-103:173,T-104,CH-P-103,2026-09-13T12:00:17.300000Z,17.3,100.9915,KiloPA,good
T-104:P-103:174,T-104,CH-P-103,2026-09-13T12:00:17.400000Z,17.4,100.94494,KiloPA,good
T-104:P-103:175,T-104,CH-P-103,2026-09-13T12:00:17.500000Z,17.5,100.99402,KiloPA,good
T-104:P-103:176,T-104,CH-P-103,2026-09-13T12:00:17.600000Z,17.6,101.13594,KiloPA,good
T-104:P-103:177,T-104,CH-P-103,2026-09-13T12:00:17.700000Z,17.7,101.18047,KiloPA,good
T-104:P-103:178,T-104,CH-P-103,2026-09-13T12:00:17.800000Z,17.8,101.06917,KiloPA,good
T-104:P-103:179,T-104,CH-P-103,2026-09-13T12:00:17.900000Z,17.9,101.05904,KiloPA,good
T-104:P-103:180,T-104,CH-P-103,2026-09-13T12:00:18Z,18.0,101.20032,KiloPA,good
T-104:P-103:181,T-104,CH-P-103,2026-09-13T12:00:18.100000Z,18.1,101.21385,KiloPA,good
T-104:P-103:182,T-104,CH-P-103,2026-09-13T12:00:18.200000Z,18.2,101.32348,KiloPA,good
T-104:P-103:183,T-104,CH-P-103,2026-09-13T12:00:18.300000Z,18.3,101.17301,KiloPA,good
T-104:P-103:184,T-104,CH-P-103,2026-09-13T12:00:18.400000Z,18.4,101.32671,KiloPA,good
T-104:P-103:185,T-104,CH-P-103,2026-09-13T12:00:18.500000Z,18.5,101.21815,KiloPA,good
T-104:P-103:186,T-104,CH-P-103,2026-09-13T12:00:18.600000Z,18.6,101.13702,KiloPA,good
T-104:P-103:187,T-104,CH-P-103,2026-09-13T12:00:18.700000Z,18.7,101.36785,KiloPA,good
T-104:P-103:188,T-104,CH-P-103,2026-09-13T12:00:18.800000Z,18.8,101.35947,KiloPA,good
T-104:P-103:189,T-104,CH-P-103,2026-09-13T12:00:18.900000Z,18.9,101.38789,KiloPA,good
T-104:P-103:190,T-104,CH-P-103,2026-09-13T12:00:19Z,19.0,101.41259,KiloPA,good
T-104:P-103:191,T-104,CH-P-103,2026-09-13T12:00:19.100000Z,19.1,101.40627,KiloPA,good
T-104:P-103:192,T-104,CH-P-103,2026-09-13T12:00:19.200000Z,19.2,101.31665,KiloPA,good
T-104:P-103:193,T-104,CH-P-103,2026-09-13T12:00:19.300000Z,19.3,101.19115,KiloPA,good
T-104:P-103:194,T-104,CH-P-103,2026-09-13T12:00:19.400000Z,19.4,101.34377,KiloPA,good
T-104:P-103:195,T-104,CH-P-103,2026-09-13T12:00:19.500000Z,19.5,101.42625,KiloPA,good
T-104:P-103:196,T-104,CH-P-103,2026-09-13T12:00:19.600000Z,19.6,101.38637,KiloPA,good
T-104:P-103:197,T-104,CH-P-103,2026-09-13T12:00:19.700000Z,19.7,101.50513,KiloPA,good
T-104:P-103:198,T-104,CH-P-103,2026-09-13T12:00:19.800000Z,19.8,101.62343,KiloPA,good
T-104:P-103:199,T-104,CH-P-103,2026-09-13T12:00:19.900000Z,19.9,101.48868,KiloPA,good
T-104:P-103:200,T-104,CH-P-103,2026-09-13T12:00:20Z,20.0,101.43138,KiloPA,suspect
T-104:P-103:201,T-104,CH-P-103,2026-09-13T12:00:20.100000Z,20.1,101.68096,KiloPA,good
T-104:P-103:202,T-104,CH-P-103,2026-09-13T12:00:20.200000Z,20.2,101.53913,KiloPA,good
T-104:P-103:203,T-104,CH-P-103,2026-09-13T12:00:20.300000Z,20.3,101.57563,KiloPA,good
T-104:P-103:204,T-104,CH-P-103,2026-09-13T12:00:20.400000Z,20.4,101.37549,KiloPA,good
T-104:P-103:205,T-104,CH-P-103,2026-09-13T12:00:20.500000Z,20.5,101.44247,KiloPA,good
T-104:P-103:206,T-104,CH-P-103,2026-09-13T12:00:20.600000Z,20.6,101.72759,KiloPA,good
T-104:P-103:207,T-104,CH-P-103,2026-09-13T12:00:20.700000Z,20.7,101.6924,KiloPA,good
T-104:P-103:208,T-104,CH-P-103,2026-09-13T12:00:20.800000Z,20.8,101.80324,KiloPA,good
T-104:P-103:209,T-104,CH-P-103,2026-09-13T12:00:20.900000Z,20.9,101.92141,KiloPA,good
T-104:P-103:210,T-104,CH-P-103,2026-09-13T12:00:21Z,21.0,101.70741,KiloPA,good
T-104:P-103:211,T-104,CH-P-103,2026-09-13T12:00:21.100000Z,21.1,101.7351,KiloPA,good
T-104:P-103:212,T-104,CH-P-103,2026-09-13T12:00:21.200000Z,21.2,101.73909,KiloPA,good
T-104:P-103:213,T-104,CH-P-103,2026-09-13T12:00:21.300000Z,21.3,101.79251,KiloPA,good
T-104:P-103:214,T-104,CH-P-103,2026-09-13T12:00:21.400000Z,21.4,101.90336,KiloPA,good
T-104:P-103:215,T-104,CH-P-103,2026-09-13T12:00:21.500000Z,21.5,101.74455,KiloPA,good
T-104:P-103:216,T-104,CH-P-103,2026-09-13T12:00:21.600000Z,21.6,101.99518,KiloPA,good
T-104:P-103:217,T-104,CH-P-103,2026-09-13T12:00:21.700000Z,21.7,101.66376,KiloPA,good
T-104:P-103:218,T-104,CH-P-103,2026-09-13T12:00:21.800000Z,21.8,101.92924,KiloPA,good
T-104:P-103:219,T-104,CH-P-103,2026-09-13T12:00:21.900000Z,21.9,102.02566,KiloPA,good
T-104:P-103:220,T-104,CH-P-103,2026-09-13T12:00:22Z,22.0,101.94572,KiloPA,good
T-104:P-103:221,T-104,CH-P-103,2026-09-13T12:00:22.100000Z,22.1,102.00024,KiloPA,good
T-104:P-103:222,T-104,CH-P-103,2026-09-13T12:00:22.200000Z,22.2,101.84192,KiloPA,good
T-104:P-103:223,T-104,CH-P-103,2026-09-13T12:00:22.300000Z,22.3,102.14345,KiloPA,good
T-104:P-103:224,T-104,CH-P-103,2026-09-13T12:00:22.400000Z,22.4,102.11098,KiloPA,good
T-104:P-103:225,T-104,CH-P-103,2026-09-13T12:00:22.500000Z,22.5,101.9445,KiloPA,good
T-104:P-103:226,T-104,CH-P-103,2026-09-13T12:00:22.600000Z,22.6,101.84624,KiloPA,good
T-104:P-103:227,T-104,CH-P-103,2026-09-13T12:00:22.700000Z,22.7,101.95953,KiloPA,good
T-104:P-103:228,T-104,CH-P-103,2026-09-13T12:00:22.800000Z,22.8,102.01758,KiloPA,good
T-104:P-103:229,T-104,CH-P-103,2026-09-13T12:00:22.900000Z,22.9,101.89437,KiloPA,good
T-104:P-103:230,T-104,CH-P-103,2026-09-13T12:00:23Z,23.0,102.13652,KiloPA,good
T-104:P-103:231,T-104,CH-P-103,2026-09-13T12:00:23.100000Z,23.1,102.18147,KiloPA,good
T-104:P-103:232,T-104,CH-P-103,2026-09-13T12:00:23.200000Z,23.2,102.15972,KiloPA,good
T-104:P-103:233,T-104,CH-P-103,2026-09-13T12:00:23.300000Z,23.3,102.14543,KiloPA,good
T-104:P-103:234,T-104,CH-P-103,2026-09-13T12:00:23.400000Z,23.4,102.30702,KiloPA,good
T-104:P-103:235,T-104,CH-P-103,2026-09-13T12:00:23.500000Z,23.5,102.23481,KiloPA,good
T-104:P-103:236,T-104,CH-P-103,2026-09-13T12:00:23.600000Z,23.6,102.45254,KiloPA,good
T-104:P-103:237,T-104,CH-P-103,2026-09-13T12:00:23.700000Z,23.7,102.17913,KiloPA,good
T-104:P-103:238,T-104,CH-P-103,2026-09-13T12:00:23.800000Z,23.8,102.28935,KiloPA,good
T-104:P-103:239,T-104,CH-P-103,2026-09-13T12:00:23.900000Z,23.9,102.19572,KiloPA,good
T-104:P-103:240,T-104,CH-P-103,2026-09-13T12:00:24Z,24.0,102.27026,KiloPA,good
T-104:P-103:241,T-104,CH-P-103,2026-09-13T12:00:24.100000Z,24.1,102.40094,KiloPA,good
T-104:P-103:242,T-104,CH-P-103,2026-09-13T12:00:24.200000Z,24.2,102.37967,KiloPA,good
T-104:P-103:243,T-104,CH-P-103,2026-09-13T12:00:24.300000Z,24.3,102.45488,KiloPA,good
T-104:P-103:244,T-104,CH-P-103,2026-09-13T12:00:24.400000Z,24.4,102.45704,KiloPA,good
T-104:P-103:245,T-104,CH-P-103,2026-09-13T12:00:24.500000Z,24.5,102.30961,KiloPA,good
T-104:P-103:246,T-104,CH-P-103,2026-09-13T12:00:24.600000Z,24.6,102.12054,KiloPA,good
T-104:P-103:247,T-104,CH-P-103,2026-09-13T12:00:24.700000Z,24.7,102.20209,KiloPA,good
T-104:P-103:248,T-104,CH-P-103,2026-09-13T12:00:24.800000Z,24.8,102.63286,KiloPA,good
T-104:P-103:249,T-104,CH-P-103,2026-09-13T12:00:24.900000Z,24.9,102.32823,KiloPA,good
T-104:P-103:250,T-104,CH-P-103,2026-09-13T12:00:25Z,25.0,102.57054,KiloPA,good
T-104:P-103:251,T-104,CH-P-103,2026-09-13T12:00:25.100000Z,25.1,102.41728,KiloPA,good
T-104:P-103:252,T-104,CH-P-103,2026-09-13T12:00:25.200000Z,25.2,102.40313,KiloPA,good
T-104:P-103:253,T-104,CH-P-103,2026-09-13T12:00:25.300000Z,25.3,102.5711,KiloPA,good
T-104:P-103:254,T-104,CH-P-103,2026-09-13T12:00:25.400000Z,25.4,102.60978,KiloPA,good
T-104:P-103:255,T-104,CH-P-103,2026-09-13T12:00:25.500000Z,25.5,102.61389,KiloPA,good
T-104:P-103:256,T-104,CH-P-103,2026-09-13T12:00:25.600000Z,25.6,102.49223,KiloPA,good
T-104:P-103:257,T-104,CH-P-103,2026-09-13T12:00:25.700000Z,25.7,102.63685,KiloPA,good
T-104:P-103:258,T-104,CH-P-103,2026-09-13T12:00:25.800000Z,25.8,102.58092,KiloPA,good
T-104:P-103:259,T-104,CH-P-103,2026-09-13T12:00:25.900000Z,25.9,102.76541,KiloPA,good
T-104:P-103:260,T-104,CH-P-103,2026-09-13T12:00:26Z,26.0,102.63212,KiloPA,good
T-104:P-103:261,T-104,CH-P-103,2026-09-13T12:00:26.100000Z,26.1,102.69992,KiloPA,good
T-104:P-103:262,T-104,CH-P-103,2026-09-13T12:00:26.200000Z,26.2,102.4771,KiloPA,good
T-104:P-103:263,T-104,CH-P-103,2026-09-13T12:00:26.300000Z,26.3,102.80196,KiloPA,good
T-104:P-103:264,T-104,CH-P-103,2026-09-13T12:00:26.400000Z,26.4,102.8003,KiloPA,good
T-104:P-103:265,T-104,CH-P-103,2026-09-13T12:00:26.500000Z,26.5,102.56364,KiloPA,good
T-104:P-103:266,T-104,CH-P-103,2026-09-13T12:00:26.600000Z,26.6,102.79303,KiloPA,good
T-104:P-103:267,T-104,CH-P-103,2026-09-13T12:00:26.700000Z,26.7,102.58648,KiloPA,good
T-104:P-103:268,T-104,CH-P-103,2026-09-13T12:00:26.800000Z,26.8,102.70466,KiloPA,good
T-104:P-103:269,T-104,CH-P-103,2026-09-13T12:00:26.900000Z,26.9,102.65111,KiloPA,good
T-104:P-103:270,T-104,CH-P-103,2026-09-13T12:00:27Z,27.0,102.55226,KiloPA,good
T-104:P-103:271,T-104,CH-P-103,2026-09-13T12:00:27.100000Z,27.1,102.68894,KiloPA,good
T-104:P-103:272,T-104,CH-P-103,2026-09-13T12:00:27.200000Z,27.2,102.66302,KiloPA,good
T-104:P-103:273,T-104,CH-P-103,2026-09-13T12:00:27.300000Z,27.3,102.83398,KiloPA,good
T-104:P-103:274,T-104,CH-P-103,2026-09-13T12:00:27.400000Z,27.4,102.62112,KiloPA,good
T-104:P-103:275,T-104,CH-P-103,2026-09-13T12:00:27.500000Z,27.5,102.682,KiloPA,good
T-104:P-103:276,T-104,CH-P-103,2026-09-13T12:00:27.600000Z,27.6,102.64579,KiloPA,good
T-104:P-103:277,T-104,CH-P-103,2026-09-13T12:00:27.700000Z,27.7,102.82868,KiloPA,good
T-104:P-103:278,T-104,CH-P-103,2026-09-13T12:00:27.800000Z,27.8,102.78376,KiloPA,good
T-104:P-103:279,T-104,CH-P-103,2026-09-13T12:00:27.900000Z,27.9,102.84644,KiloPA,good
T-104:P-103:280,T-104,CH-P-103,2026-09-13T12:00:28Z,28.0,102.70501,KiloPA,good
T-104:P-103:281,T-104,CH-P-103,2026-09-13T12:00:28.100000Z,28.1,102.79411,KiloPA,good
T-104:P-103:282,T-104,CH-P-103,2026-09-13T12:00:28.200000Z,28.2,102.87621,KiloPA,good
T-104:P-103:283,T-104,CH-P-103,2026-09-13T12:00:28.300000Z,28.3,102.74507,KiloPA,good
T-104:P-103:284,T-104,CH-P-103,2026-09-13T12:00:28.400000Z,28.4,102.74683,KiloPA,good
T-104:P-103:285,T-104,CH-P-103,2026-09-13T12:00:28.500000Z,28.5,102.8046,KiloPA,good
T-104:P-103:286,T-104,CH-P-103,2026-09-13T12:00:28.600000Z,28.6,102.83745,KiloPA,good
T-104:P-103:287,T-104,CH-P-103,2026-09-13T12:00:28.700000Z,28.7,102.80051,KiloPA,good
T-104:P-103:288,T-104,CH-P-103,2026-09-13T12:00:28.800000Z,28.8,102.66845,KiloPA,good
T-104:P-103:289,T-104,CH-P-103,2026-09-13T12:00:28.900000Z,28.9,102.74577,KiloPA,good
T-104:P-103:290,T-104,CH-P-103,2026-09-13T12:00:29Z,29.0,102.69123,KiloPA,good
T-104:P-103:291,T-104,CH-P-103,2026-09-13T12:00:29.100000Z,29.1,103.09231,KiloPA,good
T-104:P-103:292,T-104,CH-P-103,2026-09-13T12:00:29.200000Z,29.2,102.82221,KiloPA,good
T-104:P-103:293,T-104,CH-P-103,2026-09-13T12:00:29.300000Z,29.3,102.62978,KiloPA,good
T-104:P-103:294,T-104,CH-P-103,2026-09-13T12:00:29.400000Z,29.4,102.76102,KiloPA,good
T-104:P-103:295,T-104,CH-P-103,2026-09-13T12:00:29.500000Z,29.5,102.68274,KiloPA,good
T-104:P-103:296,T-104,CH-P-103,2026-09-13T12:00:29.600000Z,29.6,103.03179,KiloPA,good
T-104:P-103:297,T-104,CH-P-103,2026-09-13T12:00:29.700000Z,29.7,102.85894,KiloPA,good
T-104:P-103:298,T-104,CH-P-103,2026-09-13T12:00:29.800000Z,29.8,102.74764,KiloPA,good
T-104:P-103:299,T-104,CH-P-103,2026-09-13T12:00:29.900000Z,29.9,102.91667,KiloPA,good
T-104:P-103:300,T-104,CH-P-103,2026-09-13T12:00:30Z,30.0,102.8907,KiloPA,good
T-104:P-103:301,T-104,CH-P-103,2026-09-13T12:00:30.100000Z,30.1,102.71289,KiloPA,good
T-104:P-103:302,T-104,CH-P-103,2026-09-13T12:00:30.200000Z,30.2,102.67898,KiloPA,good
T-104:P-103:303,T-104,CH-P-103,2026-09-13T12:00:30.300000Z,30.3,102.65191,KiloPA,good
T-104:P-103:304,T-104,CH-P-103,2026-09-13T12:00:30.400000Z,30.4,102.74419,KiloPA,good
T-104:P-103:305,T-104,CH-P-103,2026-09-13T12:00:30.500000Z,30.5,102.76324,KiloPA,good
T-104:P-103:306,T-104,CH-P-103,2026-09-13T12:00:30.600000Z,30.6,102.74373,KiloPA,good
T-104:P-103:307,T-104,CH-P-103,2026-09-13T12:00:30.700000Z,30.7,102.82042,KiloPA,good
T-104:P-103:308,T-104,CH-P-103,2026-09-13T12:00:30.800000Z,30.8,102.78553,KiloPA,good
T-104:P-103:309,T-104,CH-P-103,2026-09-13T12:00:30.900000Z,30.9,102.74,KiloPA,good
T-104:P-103:310,T-104,CH-P-103,2026-09-13T12:00:31Z,31.0,102.83353,KiloPA,good
T-104:P-103:311,T-104,CH-P-103,2026-09-13T12:00:31.100000Z,31.1,102.55273,KiloPA,good
T-104:P-103:312,T-104,CH-P-103,2026-09-13T12:00:31.200000Z,31.2,102.71765,KiloPA,good
T-104:P-103:313,T-104,CH-P-103,2026-09-13T12:00:31.300000Z,31.3,102.59717,KiloPA,good
T-104:P-103:314,T-104,CH-P-103,2026-09-13T12:00:31.400000Z,31.4,102.75254,KiloPA,good
T-104:P-103:315,T-104,CH-P-103,2026-09-13T12:00:31.500000Z,31.5,102.78883,KiloPA,good
T-104:P-103:316,T-104,CH-P-103,2026-09-13T12:00:31.600000Z,31.6,102.62437,KiloPA,good
T-104:P-103:317,T-104,CH-P-103,2026-09-13T12:00:31.700000Z,31.7,102.47552,KiloPA,good
T-104:P-103:318,T-104,CH-P-103,2026-09-13T12:00:31.800000Z,31.8,102.8739,KiloPA,good
T-104:P-103:319,T-104,CH-P-103,2026-09-13T12:00:31.900000Z,31.9,102.80699,KiloPA,good
